crsCode583527 deptId434339 crsName389811 descr103403
crsCode625530 deptId55245 crsName728417 descr675216
crsCode855982 deptId998723 crsName130515 descr167181
crsCode104615 deptId661105 crsName179598 descr329923
crsCode958605 deptId907549 crsName300984 descr132532
crsCode806734 deptId73886 crsName887295 descr488531
crsCode186794 deptId600651 crsName765822 descr389573
crsCode710890 deptId130373 crsName561400 descr467447
crsCode104816 deptId777566 crsName581696 descr390939
crsCode531370 deptId866533 crsName862587 descr468608
crsCode368096 deptId494160 crsName228158 descr464204
crsCode943661 deptId530756 crsName799697 descr523737
crsCode542411 deptId561091 crsName193749 descr972970
crsCode972295 deptId963890 crsName225473 descr591177
crsCode814099 deptId543110 crsName627272 descr632894
crsCode245114 deptId992907 crsName629847 descr945965
crsCode335022 deptId323729 crsName457210 descr164877
crsCode870397 deptId953971 crsName262878 descr17729
crsCode915490 deptId671557 crsName774897 descr735508
crsCode287672 deptId532569 crsName879718 descr74070
crsCode111434 deptId269294 crsName60692 descr555597
crsCode869317 deptId571254 crsName676094 descr955354
crsCode357519 deptId145923 crsName563181 descr364138
crsCode156528 deptId972749 crsName13306 descr889109
crsCode865070 deptId908450 crsName113576 descr272790
crsCode348408 deptId93738 crsName276845 descr785832
crsCode597880 deptId643094 crsName282386 descr701817
crsCode706635 deptId776357 crsName948080 descr74253
crsCode349005 deptId452754 crsName749850 descr843954
crsCode837005 deptId47326 crsName934745 descr439707
crsCode459296 deptId868917 crsName862418 descr724636
crsCode488785 deptId926400 crsName828548 descr436417
crsCode97078 deptId492870 crsName984110 descr342539
crsCode10526 deptId113663 crsName436237 descr698504
crsCode564454 deptId35447 crsName305027 descr891854
crsCode641130 deptId254172 crsName793107 descr268436
crsCode848729 deptId649700 crsName306889 descr382572
crsCode675042 deptId139293 crsName316215 descr691681
crsCode630155 deptId539730 crsName712921 descr424553
crsCode144224 deptId486807 crsName452826 descr56071
crsCode829832 deptId424178 crsName657904 descr43392
crsCode286451 deptId374630 crsName966114 descr209527
crsCode573807 deptId57821 crsName538922 descr751847
crsCode28698 deptId149553 crsName50357 descr720765
crsCode310834 deptId87639 crsName646470 descr415376
crsCode414344 deptId386216 crsName985019 descr709630
crsCode772691 deptId458766 crsName261736 descr894692
crsCode708193 deptId728391 crsName439327 descr576953
crsCode119976 deptId456409 crsName439122 descr720904
crsCode758651 deptId734610 crsName721295 descr249096
crsCode269080 deptId755707 crsName343849 descr664089
crsCode121310 deptId904793 crsName12471 descr838557
crsCode405532 deptId683423 crsName369526 descr312433
crsCode485444 deptId544691 crsName131338 descr805383
crsCode225470 deptId11739 crsName289122 descr87458
crsCode178777 deptId781124 crsName977016 descr569516
crsCode33948 deptId390703 crsName890424 descr858231
crsCode264507 deptId220793 crsName4536 descr214478
crsCode426469 deptId708549 crsName168486 descr322039
crsCode203066 deptId140871 crsName560000 descr484361
crsCode496154 deptId664496 crsName17339 descr243108
crsCode386073 deptId397297 crsName383239 descr480144
crsCode487886 deptId498926 crsName918442 descr250549
crsCode238731 deptId848065 crsName858697 descr627956
crsCode777766 deptId658600 crsName814918 descr138402
crsCode564790 deptId929612 crsName975554 descr490207
crsCode369882 deptId233263 crsName169731 descr400022
crsCode662515 deptId531633 crsName634865 descr794835
crsCode29297 deptId291518 crsName569659 descr772027
crsCode426251 deptId176215 crsName451735 descr119085
crsCode407240 deptId602812 crsName743910 descr186292
crsCode752955 deptId884532 crsName764533 descr903077
crsCode364748 deptId655608 crsName156832 descr751260
crsCode149872 deptId569474 crsName163793 descr10701
crsCode391674 deptId129773 crsName62310 descr128521
crsCode736267 deptId367113 crsName867505 descr382864
crsCode882853 deptId398397 crsName928664 descr86989
crsCode456222 deptId49497 crsName724701 descr730098
crsCode268592 deptId425272 crsName26808 descr418288
crsCode520749 deptId846 crsName250017 descr471059
crsCode981199 deptId468756 crsName889770 descr752313
crsCode95918 deptId551501 crsName251912 descr836077
crsCode404938 deptId350643 crsName998962 descr843940
crsCode607240 deptId103811 crsName263009 descr501203
crsCode315642 deptId615458 crsName483448 descr247787
crsCode992023 deptId993578 crsName511870 descr919475
crsCode346826 deptId614102 crsName473094 descr7232
crsCode90086 deptId657542 crsName49392 descr632786
crsCode20854 deptId354414 crsName340040 descr313422
crsCode255026 deptId951905 crsName544779 descr737684
crsCode85518 deptId245430 crsName131850 descr182332
crsCode984877 deptId702228 crsName557288 descr622066
crsCode776820 deptId148384 crsName209405 descr1579
crsCode938361 deptId957375 crsName140573 descr362691
crsCode106777 deptId320714 crsName334195 descr692277
crsCode859368 deptId420622 crsName952710 descr918262
crsCode653764 deptId544700 crsName981214 descr927278
crsCode684675 deptId858868 crsName447552 descr764116
crsCode565706 deptId376296 crsName302676 descr862053
crsCode680255 deptId271472 crsName632232 descr527296
crsCode62166 deptId436523 crsName11661 descr135521
crsCode323592 deptId765452 crsName349727 descr675640
crsCode956770 deptId534600 crsName285411 descr681573
crsCode273914 deptId672794 crsName129160 descr21587
crsCode776508 deptId385905 crsName180112 descr921966
crsCode672738 deptId754552 crsName276424 descr947778
crsCode362946 deptId130367 crsName414003 descr143089
crsCode826689 deptId181003 crsName568197 descr396241
crsCode552165 deptId883319 crsName890827 descr879584
crsCode952137 deptId345476 crsName985512 descr68388
crsCode559017 deptId765317 crsName562105 descr252003
crsCode342621 deptId852064 crsName958618 descr539132
crsCode333347 deptId838209 crsName315906 descr92833
crsCode485461 deptId601761 crsName692937 descr893810
crsCode278457 deptId34158 crsName863883 descr809910
crsCode95223 deptId381336 crsName788196 descr207992
crsCode960485 deptId335288 crsName418202 descr363004
crsCode68990 deptId276508 crsName478938 descr562909
crsCode980850 deptId199347 crsName291739 descr30788
crsCode667607 deptId450066 crsName727711 descr991111
crsCode600445 deptId176608 crsName14168 descr95387
crsCode998431 deptId63845 crsName307431 descr993207
crsCode916404 deptId544617 crsName694399 descr412744
crsCode522917 deptId257292 crsName290345 descr788490
crsCode713306 deptId665826 crsName131424 descr669962
crsCode621550 deptId465352 crsName592412 descr993333
crsCode370113 deptId557320 crsName698156 descr602651
crsCode343083 deptId413860 crsName95740 descr293510
crsCode324685 deptId151235 crsName139574 descr890097
crsCode763076 deptId461941 crsName873349 descr616423
crsCode336503 deptId698853 crsName836213 descr934266
crsCode885072 deptId592090 crsName37431 descr655644
crsCode126471 deptId238377 crsName592384 descr850781
crsCode402714 deptId372667 crsName529936 descr373953
crsCode118553 deptId589623 crsName18064 descr249789
crsCode334493 deptId464076 crsName130772 descr448014
crsCode727449 deptId348892 crsName870849 descr464567
crsCode374408 deptId767368 crsName297864 descr316693
crsCode261766 deptId469396 crsName936208 descr780128
crsCode65787 deptId96695 crsName434738 descr927552
crsCode475122 deptId827266 crsName12766 descr630473
crsCode693192 deptId236330 crsName767259 descr860437
crsCode418559 deptId206964 crsName642603 descr17405
crsCode243250 deptId463676 crsName246412 descr584179
crsCode624611 deptId464929 crsName665179 descr705727
crsCode790640 deptId429456 crsName210644 descr46548
crsCode386980 deptId527212 crsName510068 descr613135
crsCode652330 deptId180823 crsName834175 descr126859
crsCode83165 deptId450592 crsName378333 descr974691
crsCode530362 deptId877257 crsName212960 descr817157
crsCode889655 deptId151219 crsName585569 descr944751
crsCode133485 deptId703080 crsName290504 descr964874
crsCode51760 deptId809029 crsName788521 descr934943
crsCode470399 deptId107714 crsName283531 descr514874
crsCode209623 deptId964960 crsName514437 descr674778
crsCode847970 deptId60270 crsName322882 descr982801
crsCode566861 deptId693495 crsName238947 descr418430
crsCode312823 deptId953419 crsName671235 descr26789
crsCode81989 deptId432040 crsName176726 descr170792
crsCode613586 deptId203206 crsName821930 descr115044
crsCode299972 deptId204988 crsName55504 descr625835
crsCode331002 deptId919314 crsName75668 descr811865
crsCode641377 deptId107876 crsName178599 descr852309
crsCode223078 deptId785775 crsName956382 descr227494
crsCode483781 deptId427131 crsName62739 descr284847
crsCode64192 deptId861733 crsName602921 descr653193
crsCode467820 deptId336456 crsName81774 descr107259
crsCode496101 deptId967559 crsName284633 descr946456
crsCode358690 deptId640762 crsName298738 descr334070
crsCode785955 deptId976435 crsName243985 descr403462
crsCode494919 deptId801260 crsName968318 descr102357
crsCode751994 deptId608206 crsName661752 descr710046
crsCode554123 deptId50720 crsName608849 descr52361
crsCode999899 deptId153547 crsName639158 descr699396
crsCode957169 deptId975302 crsName449293 descr937277
crsCode777835 deptId186850 crsName173495 descr169273
crsCode187407 deptId828852 crsName564084 descr228116
crsCode858240 deptId438938 crsName311846 descr779221
crsCode202252 deptId236524 crsName162030 descr365357
crsCode139106 deptId585409 crsName716147 descr635725
crsCode385505 deptId31195 crsName446081 descr677281
crsCode302283 deptId885424 crsName942349 descr767916
crsCode803352 deptId180629 crsName482455 descr377601
crsCode714663 deptId556169 crsName646504 descr19739
crsCode525263 deptId451548 crsName969915 descr381018
crsCode921876 deptId824186 crsName57784 descr436955
crsCode539126 deptId672088 crsName42843 descr705714
crsCode561507 deptId721594 crsName928052 descr639302
crsCode835532 deptId580382 crsName973767 descr162826
crsCode715028 deptId614345 crsName319763 descr799828
crsCode483621 deptId776427 crsName170416 descr701019
crsCode667485 deptId283057 crsName292305 descr823762
crsCode464038 deptId349224 crsName775977 descr212187
crsCode166436 deptId963017 crsName724011 descr618922
crsCode31943 deptId307301 crsName833705 descr877367
crsCode537344 deptId766638 crsName812126 descr950751
crsCode747024 deptId597087 crsName137607 descr403800
crsCode247803 deptId909961 crsName184427 descr599823
crsCode682268 deptId167611 crsName797308 descr342496
crsCode944786 deptId920718 crsName566038 descr909297
crsCode42712 deptId975242 crsName116260 descr559403
crsCode75379 deptId631097 crsName263266 descr835734
crsCode887108 deptId83910 crsName601212 descr311313
crsCode825213 deptId998864 crsName917718 descr846058
crsCode288304 deptId132241 crsName549605 descr826720
crsCode896451 deptId929509 crsName203258 descr954482
crsCode954496 deptId531258 crsName290783 descr412643
crsCode128905 deptId375763 crsName544090 descr870989
crsCode638120 deptId663096 crsName39566 descr998943
crsCode12869 deptId310078 crsName307329 descr690869
crsCode988401 deptId960687 crsName484345 descr332307
crsCode900190 deptId347605 crsName798143 descr223101
crsCode378737 deptId347880 crsName335685 descr436405
crsCode695408 deptId378961 crsName923299 descr373010
crsCode688982 deptId482714 crsName184637 descr442105
crsCode300806 deptId610293 crsName928897 descr118203
crsCode409884 deptId225574 crsName115981 descr828619
crsCode53342 deptId75085 crsName304685 descr878426
crsCode613009 deptId279124 crsName408194 descr379281
crsCode977256 deptId237617 crsName2814 descr462634
crsCode6743 deptId802968 crsName1867 descr10859
crsCode465543 deptId249409 crsName503435 descr552001
crsCode267554 deptId670993 crsName551803 descr706229
crsCode617741 deptId616615 crsName143729 descr808013
crsCode894262 deptId333446 crsName383748 descr168130
crsCode370499 deptId808218 crsName314442 descr514200
crsCode84777 deptId53225 crsName57212 descr971296
crsCode160414 deptId485847 crsName775542 descr512454
crsCode247526 deptId298453 crsName348251 descr768023
crsCode992330 deptId874280 crsName358806 descr331860
crsCode425448 deptId136466 crsName936955 descr525931
crsCode534691 deptId86303 crsName841035 descr577944
crsCode881210 deptId807949 crsName829334 descr787736
crsCode640118 deptId309464 crsName34811 descr287173
crsCode113405 deptId866722 crsName366155 descr709907
crsCode492037 deptId371004 crsName292044 descr609509
crsCode140578 deptId565524 crsName532377 descr148109
crsCode88767 deptId180027 crsName8807 descr540767
crsCode775979 deptId146897 crsName841250 descr83440
crsCode698827 deptId351886 crsName17141 descr81904
crsCode760494 deptId143728 crsName273321 descr152353
crsCode780286 deptId380797 crsName840677 descr297139
crsCode201681 deptId145332 crsName270548 descr379902
crsCode775071 deptId624660 crsName505508 descr192475
crsCode717838 deptId931336 crsName147690 descr67808
crsCode382954 deptId355757 crsName870498 descr232182
crsCode215664 deptId442946 crsName239380 descr148823
crsCode487753 deptId957483 crsName409683 descr5737
crsCode667348 deptId847458 crsName724064 descr579506
crsCode672732 deptId291322 crsName219243 descr680056
crsCode673257 deptId520081 crsName523897 descr700918
crsCode746418 deptId791378 crsName662177 descr713916
crsCode957040 deptId540516 crsName836912 descr871844
crsCode826893 deptId683635 crsName157484 descr711788
crsCode813883 deptId667673 crsName485238 descr419509
crsCode416994 deptId83816 crsName599496 descr689751
crsCode228017 deptId170454 crsName718942 descr63647
crsCode992662 deptId535750 crsName633010 descr599398
crsCode186696 deptId729199 crsName127263 descr242831
crsCode23169 deptId895915 crsName359591 descr832220
crsCode467466 deptId292510 crsName149456 descr141933
crsCode28078 deptId239169 crsName724201 descr252311
crsCode648400 deptId983498 crsName446122 descr221533
crsCode929625 deptId85818 crsName427961 descr845326
crsCode941321 deptId558851 crsName2569 descr345146
crsCode248623 deptId850003 crsName780829 descr829010
crsCode33588 deptId382145 crsName989099 descr312155
crsCode883665 deptId995795 crsName242139 descr182991
crsCode388320 deptId916457 crsName286574 descr268496
crsCode720528 deptId301322 crsName113788 descr270730
crsCode707187 deptId225994 crsName378389 descr823780
crsCode185970 deptId270164 crsName987977 descr813090
crsCode741856 deptId46810 crsName807044 descr612954
crsCode930859 deptId127702 crsName351697 descr800080
crsCode792111 deptId942075 crsName713791 descr616689
crsCode305060 deptId73661 crsName755617 descr562920
crsCode601272 deptId892730 crsName541487 descr879777
crsCode58616 deptId697923 crsName485961 descr356888
crsCode23527 deptId761483 crsName646108 descr597597
crsCode784497 deptId14316 crsName512157 descr431526
crsCode715577 deptId850960 crsName985523 descr386512
crsCode157135 deptId790018 crsName45809 descr239604
crsCode281021 deptId955985 crsName842497 descr450210
crsCode450176 deptId233246 crsName637212 descr496893
crsCode319124 deptId413891 crsName209013 descr968307
crsCode181160 deptId213728 crsName683061 descr280854
crsCode622705 deptId12291 crsName566689 descr887516
crsCode351963 deptId929267 crsName900057 descr94320
crsCode997018 deptId809754 crsName100666 descr580402
crsCode655966 deptId89100 crsName219170 descr822034
crsCode967204 deptId52344 crsName33363 descr524612
crsCode763689 deptId300522 crsName817328 descr897440
crsCode308793 deptId126906 crsName739237 descr489242
crsCode918438 deptId64597 crsName339620 descr851673
crsCode54805 deptId907813 crsName132234 descr531125
crsCode195571 deptId363808 crsName495456 descr607442
crsCode688069 deptId220266 crsName497212 descr297300
crsCode665564 deptId217704 crsName762760 descr248894
crsCode542822 deptId768162 crsName661338 descr354794
crsCode550305 deptId793876 crsName638595 descr74727
crsCode457707 deptId496530 crsName811620 descr41578
crsCode867574 deptId819861 crsName548345 descr107699
crsCode771799 deptId813926 crsName537721 descr318974
crsCode275325 deptId148709 crsName117142 descr496609
crsCode670974 deptId421814 crsName329439 descr640136
crsCode104781 deptId999561 crsName507142 descr439691
crsCode603208 deptId947333 crsName579387 descr389097
crsCode776750 deptId168657 crsName519414 descr773476
crsCode138030 deptId949950 crsName522324 descr635704
crsCode94490 deptId972564 crsName922457 descr521849
crsCode123451 deptId159288 crsName741524 descr456456
crsCode107581 deptId486199 crsName790688 descr598129
crsCode312075 deptId646193 crsName23686 descr965157
crsCode241526 deptId320548 crsName541504 descr797967
crsCode232718 deptId66516 crsName659033 descr627092
crsCode708563 deptId979797 crsName287536 descr109484
crsCode332549 deptId126261 crsName204571 descr413016
crsCode236952 deptId506952 crsName959719 descr538431
crsCode615748 deptId154448 crsName94398 descr449385
crsCode217720 deptId595721 crsName733730 descr936599
crsCode27054 deptId327311 crsName114005 descr507004
crsCode182234 deptId591533 crsName410971 descr777948
crsCode567420 deptId295811 crsName812439 descr433856
crsCode352469 deptId318803 crsName638034 descr49427
crsCode9334 deptId907176 crsName264091 descr517277
crsCode201459 deptId401251 crsName737416 descr994073
crsCode820855 deptId724195 crsName794 descr671412
crsCode942257 deptId603088 crsName591295 descr984101
crsCode867756 deptId612037 crsName741808 descr444707
crsCode178941 deptId533783 crsName228347 descr787976
crsCode455061 deptId708998 crsName663003 descr874304
crsCode700854 deptId685184 crsName228611 descr273901
crsCode356163 deptId68940 crsName98554 descr467099
crsCode712176 deptId389337 crsName261855 descr968347
crsCode680408 deptId885540 crsName968782 descr609854
crsCode165613 deptId669568 crsName310171 descr788016
crsCode839689 deptId265029 crsName881467 descr954158
crsCode888228 deptId963351 crsName794947 descr296421
crsCode189983 deptId326674 crsName24520 descr342121
crsCode847228 deptId681295 crsName186724 descr969294
crsCode165617 deptId682774 crsName195610 descr647463
crsCode35473 deptId526880 crsName279633 descr34840
crsCode780458 deptId51527 crsName823101 descr956890
crsCode988078 deptId749900 crsName426843 descr316811
crsCode855561 deptId291141 crsName582746 descr636080
crsCode480465 deptId963425 crsName505047 descr692616
crsCode959772 deptId21529 crsName799937 descr545229
crsCode289323 deptId494453 crsName581084 descr748170
crsCode661699 deptId103800 crsName53281 descr236948
crsCode556508 deptId983658 crsName776130 descr360166
crsCode52467 deptId584448 crsName306826 descr862813
crsCode426554 deptId753769 crsName347299 descr772556
crsCode288688 deptId49911 crsName298929 descr316029
crsCode119179 deptId892136 crsName808476 descr546501
crsCode588880 deptId347729 crsName655980 descr400323
crsCode652229 deptId333286 crsName76045 descr785909
crsCode477119 deptId872040 crsName24241 descr254006
crsCode916949 deptId156715 crsName321300 descr236120
crsCode60405 deptId954755 crsName362523 descr969242
crsCode882964 deptId656331 crsName138518 descr703174
crsCode260545 deptId440465 crsName421093 descr932458
crsCode290707 deptId876449 crsName973174 descr8816
crsCode837377 deptId75821 crsName764524 descr251228
crsCode730000 deptId102294 crsName583067 descr151266
crsCode424935 deptId972953 crsName917040 descr751522
crsCode651902 deptId107801 crsName651758 descr41537
crsCode66741 deptId469509 crsName154835 descr153445
crsCode227201 deptId175717 crsName730073 descr819788
crsCode593601 deptId676614 crsName28888 descr698698
crsCode987631 deptId305024 crsName889544 descr995549
crsCode284081 deptId586337 crsName770789 descr963630
crsCode169295 deptId547000 crsName225899 descr934951
crsCode617088 deptId689919 crsName390401 descr319723
crsCode355293 deptId772582 crsName616498 descr22838
crsCode782647 deptId671928 crsName936086 descr52627
crsCode647748 deptId366892 crsName176463 descr359092
crsCode753012 deptId165067 crsName363823 descr738545
crsCode455074 deptId447416 crsName658423 descr709152
crsCode248485 deptId256353 crsName311930 descr409037
crsCode733127 deptId637313 crsName106593 descr375894
crsCode860941 deptId783567 crsName333383 descr449958
crsCode213621 deptId814278 crsName391620 descr536972
crsCode897086 deptId441298 crsName136967 descr299319
crsCode84129 deptId651668 crsName911325 descr85392
crsCode198877 deptId293970 crsName871886 descr708340
crsCode463728 deptId850238 crsName188134 descr944013
crsCode395169 deptId31777 crsName213393 descr759692
crsCode141242 deptId839716 crsName65120 descr530820
crsCode657428 deptId132219 crsName260648 descr625062
crsCode264394 deptId608815 crsName993289 descr113045
crsCode675664 deptId116806 crsName685772 descr954981
crsCode492444 deptId444944 crsName866150 descr321333
crsCode145602 deptId102545 crsName746649 descr761830
crsCode276573 deptId826950 crsName222330 descr499767
crsCode344297 deptId214614 crsName784717 descr754495
crsCode810734 deptId823894 crsName141708 descr228934
crsCode320599 deptId830009 crsName471559 descr819647
crsCode859425 deptId63699 crsName26981 descr558118
crsCode501871 deptId321736 crsName650824 descr850930
crsCode594618 deptId569941 crsName195343 descr69240
crsCode666405 deptId83066 crsName231029 descr501532
crsCode822190 deptId110147 crsName246102 descr91444
crsCode997313 deptId83122 crsName858514 descr161403
crsCode467623 deptId312907 crsName451018 descr217070
crsCode437147 deptId778812 crsName60872 descr177926
crsCode401853 deptId633830 crsName865787 descr750867
crsCode939040 deptId811596 crsName627807 descr382194
crsCode75198 deptId367767 crsName898491 descr259243
crsCode335755 deptId27459 crsName132100 descr305577
crsCode816486 deptId211946 crsName241119 descr883798
crsCode737900 deptId243307 crsName798084 descr792595
crsCode946087 deptId80375 crsName20670 descr8209
crsCode94500 deptId156088 crsName209614 descr552399
crsCode935202 deptId334557 crsName934192 descr577520
crsCode87526 deptId153414 crsName384885 descr372216
crsCode131052 deptId595977 crsName565327 descr506275
crsCode569783 deptId489887 crsName29163 descr673762
crsCode156426 deptId881455 crsName129721 descr326259
crsCode995311 deptId133428 crsName379015 descr232475
crsCode342324 deptId444045 crsName296331 descr436803
crsCode932534 deptId311137 crsName876607 descr416300
crsCode228181 deptId239084 crsName519015 descr941201
crsCode626119 deptId330859 crsName220014 descr423192
crsCode83080 deptId407008 crsName370734 descr26548
crsCode602735 deptId228546 crsName629455 descr850970
crsCode327580 deptId753989 crsName708295 descr259229
crsCode166606 deptId488769 crsName992255 descr53032
crsCode101329 deptId939074 crsName643862 descr950168
crsCode251284 deptId184427 crsName188414 descr407988
crsCode940440 deptId136647 crsName136772 descr593417
crsCode214085 deptId598766 crsName223214 descr75622
crsCode791767 deptId246416 crsName257853 descr611953
crsCode645045 deptId845217 crsName947922 descr567909
crsCode567330 deptId195489 crsName982189 descr870057
crsCode803148 deptId861318 crsName368336 descr742029
crsCode196674 deptId618505 crsName230594 descr541283
crsCode367427 deptId573578 crsName877103 descr412600
crsCode669618 deptId511521 crsName879149 descr424494
crsCode283109 deptId943362 crsName120217 descr845943
crsCode683804 deptId798284 crsName534752 descr116784
crsCode677454 deptId822254 crsName52890 descr26520
crsCode427423 deptId756918 crsName473552 descr756843
crsCode221423 deptId67000 crsName74014 descr733023
crsCode792268 deptId820887 crsName543924 descr999418
crsCode634311 deptId987827 crsName703862 descr144846
crsCode112036 deptId362671 crsName445699 descr961682
crsCode484203 deptId628381 crsName21075 descr779039
crsCode935387 deptId785033 crsName397562 descr231300
crsCode426750 deptId855455 crsName86729 descr969990
crsCode804760 deptId307514 crsName832595 descr423671
crsCode410809 deptId171465 crsName882893 descr501041
crsCode127922 deptId728608 crsName583375 descr253104
crsCode874276 deptId251033 crsName159351 descr850825
crsCode170100 deptId213412 crsName56557 descr620555
crsCode942746 deptId961330 crsName364608 descr878833
crsCode913753 deptId396154 crsName547055 descr22336
crsCode879433 deptId453543 crsName15941 descr30147
crsCode658960 deptId359774 crsName585307 descr465441
crsCode300271 deptId17903 crsName696449 descr792792
crsCode272440 deptId778903 crsName689976 descr514584
crsCode958173 deptId693168 crsName986390 descr609086
crsCode9828 deptId510774 crsName52364 descr902443
crsCode4984 deptId563894 crsName186053 descr799041
crsCode808089 deptId505941 crsName182628 descr891578
crsCode689586 deptId964346 crsName460016 descr159460
crsCode328971 deptId491545 crsName439308 descr569661
crsCode354709 deptId227997 crsName691871 descr536999
crsCode616867 deptId996401 crsName271122 descr65671
crsCode829880 deptId253868 crsName12087 descr456384
crsCode261307 deptId214871 crsName374215 descr926919
crsCode570631 deptId927899 crsName64196 descr150371
crsCode871519 deptId69196 crsName24317 descr882628
crsCode444798 deptId802188 crsName864176 descr824061
crsCode987405 deptId541597 crsName955081 descr175134
crsCode530222 deptId163143 crsName889481 descr274802
crsCode267957 deptId531170 crsName940738 descr328722
crsCode612599 deptId10945 crsName867710 descr407012
crsCode489402 deptId261627 crsName345280 descr8436
crsCode204364 deptId508119 crsName842658 descr231404
crsCode885167 deptId338643 crsName392093 descr693171
crsCode826289 deptId585617 crsName816295 descr797728
crsCode177563 deptId287839 crsName258999 descr594778
crsCode9983 deptId38689 crsName143204 descr753934
crsCode181812 deptId700061 crsName973163 descr997259
crsCode709215 deptId137315 crsName985295 descr198717
crsCode389159 deptId797271 crsName652571 descr888132
crsCode898826 deptId871709 crsName743235 descr728752
crsCode331406 deptId613151 crsName51561 descr683099
crsCode790607 deptId541757 crsName27835 descr716899
crsCode102647 deptId513490 crsName958201 descr246275
crsCode462541 deptId834912 crsName583316 descr657422
crsCode99620 deptId848023 crsName106930 descr647943
crsCode468083 deptId831943 crsName383887 descr834079
crsCode865925 deptId57247 crsName244861 descr624268
crsCode132871 deptId195169 crsName89867 descr520770
crsCode240127 deptId454820 crsName829508 descr71376
crsCode998364 deptId239237 crsName524367 descr720282
crsCode252392 deptId6827 crsName129972 descr732399
crsCode335449 deptId910070 crsName220606 descr881606
crsCode387079 deptId385668 crsName276731 descr183258
crsCode293817 deptId711903 crsName379680 descr11999
crsCode127576 deptId794886 crsName463433 descr203231
crsCode548613 deptId654423 crsName293855 descr868790
crsCode195142 deptId404182 crsName930451 descr612518
crsCode264539 deptId653148 crsName147270 descr398552
crsCode108911 deptId465246 crsName774603 descr127280
crsCode802154 deptId475609 crsName748100 descr981387
crsCode545123 deptId457495 crsName48105 descr402712
crsCode937971 deptId80353 crsName85799 descr707472
crsCode759589 deptId289090 crsName376420 descr580243
crsCode472777 deptId678771 crsName325793 descr548385
crsCode562664 deptId615208 crsName473977 descr461809
crsCode804881 deptId525878 crsName101510 descr697841
crsCode928338 deptId267487 crsName15715 descr661403
crsCode875010 deptId158972 crsName504203 descr779249
crsCode689723 deptId720965 crsName627488 descr372053
crsCode652966 deptId204672 crsName123400 descr739591
crsCode328559 deptId221892 crsName189362 descr669563
crsCode56855 deptId32553 crsName89015 descr727894
crsCode363559 deptId537487 crsName380251 descr971077
crsCode536578 deptId576327 crsName749170 descr780474
crsCode183444 deptId215585 crsName829471 descr514436
crsCode393575 deptId75730 crsName855416 descr396234
crsCode186644 deptId658114 crsName542277 descr888292
crsCode525910 deptId503216 crsName384039 descr4183
crsCode1274 deptId749507 crsName565014 descr215338
crsCode130738 deptId891502 crsName926915 descr427241
crsCode884042 deptId485502 crsName763740 descr804022
crsCode142322 deptId488643 crsName710702 descr355846
crsCode114745 deptId726745 crsName266532 descr6783
crsCode309851 deptId825810 crsName100205 descr708333
crsCode706225 deptId30721 crsName765436 descr324507
crsCode642950 deptId676837 crsName905257 descr596564
crsCode77770 deptId57713 crsName568437 descr964790
crsCode838688 deptId230452 crsName97194 descr920239
crsCode930130 deptId771434 crsName740513 descr851287
crsCode606884 deptId749342 crsName48413 descr772330
crsCode942598 deptId249658 crsName875861 descr513440
crsCode12322 deptId580781 crsName596239 descr544939
crsCode596630 deptId417079 crsName673640 descr374221
crsCode629756 deptId814420 crsName215664 descr82579
crsCode154404 deptId12611 crsName717554 descr950961
crsCode988771 deptId591281 crsName732817 descr266235
crsCode271493 deptId241415 crsName456333 descr981438
crsCode647901 deptId329357 crsName175909 descr710137
crsCode122366 deptId876025 crsName817495 descr162107
crsCode685314 deptId677016 crsName859715 descr410842
crsCode899143 deptId408664 crsName868206 descr986253
crsCode211834 deptId894128 crsName407713 descr855975
crsCode102795 deptId681260 crsName913713 descr848881
crsCode472064 deptId227608 crsName867994 descr523618
crsCode794469 deptId342600 crsName750341 descr206141
crsCode37409 deptId83651 crsName431529 descr282375
crsCode809637 deptId45706 crsName628109 descr704548
crsCode772541 deptId587336 crsName84267 descr884878
crsCode427209 deptId273943 crsName894961 descr453872
crsCode379909 deptId742316 crsName581857 descr480549
crsCode260547 deptId111201 crsName157592 descr88456
crsCode689659 deptId662430 crsName434539 descr354295
crsCode844473 deptId142754 crsName653997 descr550441
crsCode850292 deptId610227 crsName57613 descr410025
crsCode433919 deptId28832 crsName642844 descr917487
crsCode155864 deptId143792 crsName468461 descr58457
crsCode454814 deptId412905 crsName212437 descr210763
crsCode542432 deptId969918 crsName665554 descr569568
crsCode954193 deptId947158 crsName981576 descr106187
crsCode336855 deptId655221 crsName839590 descr244623
crsCode179458 deptId266185 crsName525608 descr369943
crsCode119834 deptId244947 crsName516725 descr834034
crsCode769809 deptId403440 crsName651688 descr947823
crsCode660247 deptId459076 crsName995564 descr781586
crsCode821453 deptId180610 crsName157120 descr428464
crsCode185041 deptId333785 crsName440154 descr846188
crsCode70392 deptId757566 crsName281960 descr575630
crsCode744217 deptId353042 crsName415601 descr84605
crsCode694534 deptId913009 crsName987418 descr405785
crsCode805718 deptId130199 crsName409925 descr401335
crsCode861918 deptId342766 crsName114004 descr671034
crsCode535550 deptId615416 crsName505547 descr654410
crsCode777239 deptId50517 crsName640659 descr673460
crsCode647962 deptId526450 crsName8027 descr61278
crsCode155580 deptId230990 crsName900313 descr71013
crsCode673926 deptId210858 crsName66159 descr781781
