crsCode980485|deptId477869|crsName660042|descr521087
crsCode883164|deptId255800|crsName177745|descr193021
crsCode718123|deptId616625|crsName740613|descr30757
crsCode943957|deptId923530|crsName979880|descr581170
crsCode222846|deptId474010|crsName5985|descr571316
crsCode960139|deptId237064|crsName709106|descr486554
crsCode488900|deptId851118|crsName194166|descr326496
crsCode216229|deptId30681|crsName669689|descr791717
crsCode417090|deptId74669|crsName863220|descr447514
crsCode446036|deptId884325|crsName10083|descr571607
crsCode670563|deptId506105|crsName364165|descr172168
crsCode648210|deptId617752|crsName537008|descr641028
crsCode860674|deptId394965|crsName246990|descr76862
crsCode664164|deptId788126|crsName620216|descr630164
crsCode783647|deptId720678|crsName221293|descr429189
crsCode225114|deptId700517|crsName299310|descr505536
crsCode729510|deptId461109|crsName5562|descr127447
crsCode629387|deptId66269|crsName887329|descr651346
crsCode909870|deptId754731|crsName759112|descr961184
crsCode598748|deptId386938|crsName649464|descr133865
crsCode713525|deptId156179|crsName182114|descr749758
crsCode539767|deptId908976|crsName858227|descr990578
crsCode85990|deptId761692|crsName464976|descr414018
crsCode817877|deptId740022|crsName218799|descr758447
crsCode246996|deptId26196|crsName68497|descr403885
crsCode570807|deptId706307|crsName247839|descr23220
crsCode214078|deptId852141|crsName598816|descr704755
crsCode748582|deptId901972|crsName675797|descr165860
crsCode995979|deptId836218|crsName315506|descr441082
crsCode868408|deptId555683|crsName849849|descr554936
crsCode18573|deptId747826|crsName927668|descr295771
crsCode519628|deptId189681|crsName788110|descr830519
crsCode114240|deptId683756|crsName499662|descr977184
crsCode383690|deptId458492|crsName8241|descr136447
crsCode40073|deptId850593|crsName493220|descr70340
crsCode486245|deptId109129|crsName669787|descr269690
crsCode212921|deptId242669|crsName842577|descr440438
crsCode802074|deptId261787|crsName320028|descr105001
crsCode363208|deptId382030|crsName220332|descr882453
crsCode534449|deptId577017|crsName5280|descr270044
crsCode173276|deptId301155|crsName192004|descr883764
crsCode239032|deptId141163|crsName930411|descr954615
crsCode417922|deptId414893|crsName365477|descr822679
crsCode248525|deptId588093|crsName377438|descr885551
crsCode580721|deptId621392|crsName218835|descr571380
crsCode311186|deptId161019|crsName332465|descr272202
crsCode620364|deptId357459|crsName642316|descr825331
crsCode956600|deptId38195|crsName847353|descr893090
crsCode945694|deptId633819|crsName779080|descr89838
crsCode611447|deptId548213|crsName741729|descr361442
crsCode254685|deptId551796|crsName445050|descr557169
crsCode827537|deptId323541|crsName262642|descr634823
crsCode165993|deptId29768|crsName522445|descr849722
crsCode258836|deptId473511|crsName732301|descr82399
crsCode750923|deptId190820|crsName199529|descr85561
crsCode285334|deptId658690|crsName125356|descr61069
crsCode105208|deptId441850|crsName340269|descr551633
crsCode457017|deptId849470|crsName430311|descr861762
crsCode371278|deptId760729|crsName37300|descr720725
crsCode983142|deptId534005|crsName107115|descr36997
crsCode967379|deptId984951|crsName901394|descr446539
crsCode441299|deptId902981|crsName824002|descr248556
crsCode234491|deptId962407|crsName949910|descr461100
crsCode763135|deptId774859|crsName686351|descr592608
crsCode280544|deptId170786|crsName734472|descr516641
crsCode908210|deptId550953|crsName613648|descr770525
crsCode628681|deptId635074|crsName73065|descr309127
crsCode102528|deptId365248|crsName286172|descr182766
crsCode649509|deptId161666|crsName814391|descr566892
crsCode630980|deptId464694|crsName320613|descr338677
crsCode440783|deptId24767|crsName803560|descr242767
crsCode181095|deptId527281|crsName194933|descr698720
crsCode995849|deptId650937|crsName311019|descr964323
crsCode645912|deptId44250|crsName114930|descr860533
crsCode270850|deptId146386|crsName369324|descr753740
crsCode328658|deptId255387|crsName487963|descr719558
crsCode252690|deptId495821|crsName741903|descr567839
crsCode422107|deptId191712|crsName44553|descr757053
crsCode55931|deptId970896|crsName552050|descr930598
crsCode376897|deptId858649|crsName261809|descr421457
crsCode326951|deptId426274|crsName59757|descr902298
crsCode624989|deptId519542|crsName96415|descr596302
crsCode193454|deptId281069|crsName604434|descr419302
crsCode186833|deptId33705|crsName690298|descr825937
crsCode136527|deptId788604|crsName854447|descr737450
crsCode78859|deptId337319|crsName383428|descr633481
crsCode534451|deptId636478|crsName352392|descr366773
crsCode781698|deptId247079|crsName635481|descr128567
crsCode244207|deptId167297|crsName294943|descr351050
crsCode509685|deptId213024|crsName14956|descr663150
crsCode141888|deptId261879|crsName586222|descr421915
crsCode98353|deptId723919|crsName31887|descr531155
crsCode252110|deptId167347|crsName118313|descr84176
crsCode702601|deptId906670|crsName628201|descr427677
crsCode57067|deptId328940|crsName603711|descr190465
crsCode561501|deptId14782|crsName773695|descr60694
crsCode122131|deptId131705|crsName876439|descr53303
crsCode462550|deptId887166|crsName487405|descr566039
crsCode769708|deptId318099|crsName718293|descr476335
crsCode523109|deptId728304|crsName908460|descr990863
crsCode746245|deptId628631|crsName711380|descr270870
crsCode368841|deptId684634|crsName419212|descr572477
crsCode448792|deptId123264|crsName49642|descr29389
crsCode356487|deptId241346|crsName896248|descr254705
crsCode968329|deptId643632|crsName128233|descr584486
crsCode708594|deptId612657|crsName494518|descr170830
crsCode462822|deptId360679|crsName726490|descr612516
crsCode342114|deptId487345|crsName94118|descr558922
crsCode377894|deptId405450|crsName39873|descr304447
crsCode714110|deptId141903|crsName656320|descr701420
crsCode184620|deptId351901|crsName436958|descr111389
crsCode712948|deptId703320|crsName515672|descr297549
crsCode884612|deptId816905|crsName548968|descr442586
crsCode871229|deptId430367|crsName174619|descr700823
crsCode285730|deptId820502|crsName616273|descr823360
crsCode32476|deptId134709|crsName989457|descr946184
crsCode750311|deptId416625|crsName32519|descr141263
crsCode329053|deptId288239|crsName902427|descr496880
crsCode806429|deptId194151|crsName399918|descr580022
crsCode916952|deptId614628|crsName932915|descr227310
crsCode632952|deptId682408|crsName866984|descr669911
crsCode50732|deptId667820|crsName694128|descr741110
crsCode13652|deptId809860|crsName890255|descr745222
crsCode467846|deptId176801|crsName862209|descr626317
crsCode871739|deptId991217|crsName486583|descr629898
crsCode183194|deptId404001|crsName447343|descr122571
crsCode427486|deptId459650|crsName704623|descr681115
crsCode167782|deptId746121|crsName629149|descr846551
crsCode466329|deptId494065|crsName436414|descr36001
crsCode321651|deptId168379|crsName871369|descr149166
crsCode352113|deptId28821|crsName447591|descr655163
crsCode994965|deptId553177|crsName763722|descr197789
crsCode15446|deptId256940|crsName240359|descr336949
crsCode306856|deptId202439|crsName185169|descr211201
crsCode648163|deptId889554|crsName497075|descr235088
crsCode636754|deptId345964|crsName204330|descr731918
crsCode613467|deptId20679|crsName265213|descr523517
crsCode358278|deptId273073|crsName877242|descr489605
crsCode242411|deptId962093|crsName841646|descr402850
crsCode782845|deptId368704|crsName536064|descr123707
crsCode908333|deptId254535|crsName332138|descr775635
crsCode119228|deptId1093|crsName250133|descr50968
crsCode657376|deptId815355|crsName747729|descr431193
crsCode767698|deptId20912|crsName211886|descr525205
crsCode479410|deptId532752|crsName96825|descr87854
crsCode995416|deptId67953|crsName107414|descr858813
crsCode805496|deptId755376|crsName637751|descr437183
crsCode735473|deptId843066|crsName266038|descr493228
crsCode284274|deptId748839|crsName18325|descr1064
crsCode366409|deptId644096|crsName433231|descr196370
crsCode65354|deptId655521|crsName699738|descr972923
crsCode142680|deptId836666|crsName474748|descr116913
crsCode532691|deptId291503|crsName574727|descr137977
crsCode949918|deptId449504|crsName680435|descr815514
crsCode953483|deptId963970|crsName580182|descr87702
crsCode873382|deptId448364|crsName26050|descr997300
crsCode635227|deptId733102|crsName359803|descr477496
crsCode320068|deptId498972|crsName324627|descr794229
crsCode20243|deptId835176|crsName62757|descr898169
crsCode393177|deptId928173|crsName846570|descr849638
crsCode391985|deptId118408|crsName297083|descr741920
crsCode379403|deptId553697|crsName140067|descr603106
crsCode57816|deptId497224|crsName55456|descr358955
crsCode213327|deptId9338|crsName545527|descr475031
crsCode908827|deptId630018|crsName85681|descr24840
crsCode4321|deptId302460|crsName367669|descr497539
crsCode605105|deptId190773|crsName661379|descr914071
crsCode258248|deptId329006|crsName454282|descr359223
crsCode83007|deptId466943|crsName732263|descr135273
crsCode765269|deptId355929|crsName201788|descr961559
crsCode866836|deptId369828|crsName652264|descr143171
crsCode469666|deptId148295|crsName522024|descr772504
crsCode469158|deptId218693|crsName443530|descr939035
crsCode683220|deptId433668|crsName409737|descr447360
crsCode453335|deptId19818|crsName410890|descr308505
crsCode302618|deptId728928|crsName902194|descr370345
crsCode11252|deptId836472|crsName344610|descr954327
crsCode51117|deptId118251|crsName768912|descr910974
crsCode381873|deptId132603|crsName599491|descr429537
crsCode515472|deptId888887|crsName961002|descr525052
crsCode324144|deptId709277|crsName523226|descr60854
crsCode56336|deptId585305|crsName393635|descr260786
crsCode677177|deptId811820|crsName682253|descr925316
crsCode36483|deptId130408|crsName892020|descr482689
crsCode137665|deptId877655|crsName515645|descr190447
crsCode40074|deptId687356|crsName960180|descr346715
crsCode564517|deptId691889|crsName398980|descr833674
crsCode985488|deptId604591|crsName769746|descr866439
crsCode361389|deptId576237|crsName920118|descr763867
crsCode904266|deptId443999|crsName480406|descr799515
crsCode883851|deptId656991|crsName994401|descr716187
crsCode924150|deptId269801|crsName869861|descr591424
crsCode804763|deptId938113|crsName904462|descr934516
crsCode629278|deptId541743|crsName472380|descr351474
crsCode2403|deptId259370|crsName623807|descr189120
crsCode671508|deptId27923|crsName183730|descr545149
crsCode556305|deptId604696|crsName388145|descr760016
crsCode703861|deptId154233|crsName665528|descr362752
crsCode733697|deptId139943|crsName579417|descr258146
crsCode663592|deptId421128|crsName507353|descr232877
crsCode798391|deptId365016|crsName407337|descr358954
crsCode270558|deptId526121|crsName823612|descr220806
crsCode340766|deptId755915|crsName140233|descr942665
crsCode125009|deptId251526|crsName996191|descr353121
crsCode933969|deptId531908|crsName381343|descr242584
crsCode562566|deptId791372|crsName506395|descr529893
crsCode487824|deptId558313|crsName373130|descr527582
crsCode420237|deptId128041|crsName373284|descr80843
crsCode92615|deptId182529|crsName621920|descr875349
crsCode333693|deptId662030|crsName513352|descr205597
crsCode672525|deptId665974|crsName298933|descr611689
crsCode405051|deptId561069|crsName201901|descr608761
crsCode437856|deptId548947|crsName585301|descr526648
crsCode155185|deptId298171|crsName859541|descr107406
crsCode450603|deptId626375|crsName780487|descr476370
crsCode815320|deptId187567|crsName759514|descr269981
crsCode764865|deptId107936|crsName976073|descr209529
crsCode81392|deptId384065|crsName644916|descr902585
crsCode824929|deptId25872|crsName648024|descr78050
crsCode229637|deptId554347|crsName411440|descr952391
crsCode454194|deptId332139|crsName820647|descr445170
crsCode528810|deptId201451|crsName532920|descr209150
crsCode597893|deptId954534|crsName349988|descr897218
crsCode286718|deptId78398|crsName762767|descr549736
crsCode143256|deptId779097|crsName197752|descr521435
crsCode95915|deptId466790|crsName268499|descr8991
crsCode473935|deptId895358|crsName680773|descr943994
crsCode174243|deptId379621|crsName646971|descr516112
crsCode374011|deptId901999|crsName871080|descr144460
crsCode295716|deptId857663|crsName562393|descr277370
crsCode583764|deptId497451|crsName870070|descr221939
crsCode335155|deptId190011|crsName586135|descr134511
crsCode124160|deptId967761|crsName580352|descr409726
crsCode899170|deptId344546|crsName382843|descr143442
crsCode122444|deptId734114|crsName974289|descr593780
crsCode659339|deptId227454|crsName875812|descr85975
crsCode196335|deptId175427|crsName265196|descr282442
crsCode341588|deptId609436|crsName534092|descr367942
crsCode802124|deptId876152|crsName178320|descr929063
crsCode77482|deptId430922|crsName932934|descr318968
crsCode172909|deptId36906|crsName654517|descr157415
crsCode926344|deptId572889|crsName75710|descr965592
crsCode102474|deptId457762|crsName911950|descr997205
crsCode181295|deptId203419|crsName23614|descr638562
crsCode816258|deptId600139|crsName499207|descr626286
crsCode758189|deptId823845|crsName302053|descr408998
crsCode408607|deptId537971|crsName523463|descr982500
crsCode234392|deptId735886|crsName365551|descr567557
crsCode11092|deptId671369|crsName942828|descr633305
crsCode143954|deptId362798|crsName675826|descr41907
crsCode212287|deptId882464|crsName313171|descr637087
crsCode783236|deptId159967|crsName176284|descr190003
crsCode674281|deptId678570|crsName631694|descr889342
crsCode905828|deptId841663|crsName849848|descr174750
crsCode979138|deptId404926|crsName123822|descr363182
crsCode294385|deptId821420|crsName560424|descr558492
crsCode85095|deptId532371|crsName251768|descr532568
crsCode217651|deptId543942|crsName854313|descr264872
crsCode508254|deptId234561|crsName97841|descr662296
crsCode187517|deptId556335|crsName261524|descr248335
crsCode737686|deptId992262|crsName351957|descr130941
crsCode732973|deptId422798|crsName129240|descr167281
crsCode416170|deptId294527|crsName245849|descr115399
crsCode242984|deptId905671|crsName978947|descr865470
crsCode590428|deptId734378|crsName79278|descr854888
crsCode160928|deptId666116|crsName541368|descr763642
crsCode764379|deptId663274|crsName988927|descr230147
crsCode684495|deptId826671|crsName886392|descr414778
crsCode294143|deptId599362|crsName518511|descr879152
crsCode545787|deptId553653|crsName330267|descr278948
crsCode236874|deptId829016|crsName995485|descr518837
crsCode919154|deptId742020|crsName728853|descr44786
crsCode277286|deptId49651|crsName977825|descr41869
crsCode984525|deptId627852|crsName727027|descr204591
crsCode406699|deptId302078|crsName118926|descr459877
crsCode264686|deptId96322|crsName203549|descr653751
crsCode462871|deptId998018|crsName458608|descr685593
crsCode747395|deptId103512|crsName422676|descr395451
crsCode912790|deptId633391|crsName596877|descr258939
crsCode486019|deptId518918|crsName514482|descr392891
crsCode459065|deptId33235|crsName647526|descr548236
crsCode55661|deptId312388|crsName240686|descr132361
crsCode344256|deptId235040|crsName92724|descr189953
crsCode441806|deptId86220|crsName966231|descr228172
crsCode263314|deptId430186|crsName934125|descr534014
crsCode445305|deptId620828|crsName867158|descr263162
crsCode689538|deptId538214|crsName932990|descr206622
crsCode947022|deptId589810|crsName457390|descr142044
crsCode671305|deptId424684|crsName239503|descr876072
crsCode294453|deptId816205|crsName349309|descr249869
crsCode144144|deptId658998|crsName281348|descr830107
crsCode319202|deptId300018|crsName964730|descr721723
crsCode237861|deptId718622|crsName286713|descr680931
crsCode381392|deptId265957|crsName728758|descr715364
crsCode490690|deptId620259|crsName122627|descr712672
crsCode292744|deptId618347|crsName489501|descr162906
crsCode984523|deptId953892|crsName167283|descr206374
crsCode14745|deptId717646|crsName301684|descr124351
crsCode521358|deptId852578|crsName761427|descr402743
crsCode928926|deptId333912|crsName815130|descr857225
crsCode566658|deptId476994|crsName282024|descr251914
crsCode508029|deptId916502|crsName443721|descr195454
crsCode621834|deptId19017|crsName163120|descr995143
crsCode758564|deptId520982|crsName518483|descr301433
crsCode163697|deptId809181|crsName63011|descr460937
crsCode281996|deptId356329|crsName724071|descr479523
crsCode434350|deptId824714|crsName1908|descr842586
crsCode650680|deptId567329|crsName580491|descr271162
crsCode899999|deptId369530|crsName67791|descr368057
crsCode174196|deptId507219|crsName890401|descr802572
crsCode336783|deptId885371|crsName354714|descr590487
crsCode163927|deptId243094|crsName361892|descr640956
crsCode834481|deptId156669|crsName594549|descr314389
crsCode817475|deptId185346|crsName994601|descr233916
crsCode750116|deptId868113|crsName458108|descr936647
crsCode34210|deptId943602|crsName162529|descr666065
crsCode617391|deptId711082|crsName863681|descr479027
crsCode23144|deptId411713|crsName826195|descr372562
crsCode491395|deptId975327|crsName594388|descr315922
crsCode846101|deptId110480|crsName224612|descr849513
crsCode496062|deptId740135|crsName41853|descr349134
crsCode386802|deptId101566|crsName887312|descr837903
crsCode547684|deptId759515|crsName618686|descr875266
crsCode701584|deptId615150|crsName656559|descr370003
crsCode738790|deptId600374|crsName830419|descr226301
crsCode49102|deptId640452|crsName465011|descr244884
crsCode575900|deptId794136|crsName549491|descr393662
crsCode224594|deptId621927|crsName559526|descr34114
crsCode606156|deptId564862|crsName250574|descr62328
crsCode349260|deptId12224|crsName260334|descr677024
crsCode187362|deptId734091|crsName123470|descr672399
crsCode103864|deptId711353|crsName862475|descr339332
crsCode876984|deptId975427|crsName88920|descr29337
crsCode783770|deptId145983|crsName388053|descr548501
crsCode416589|deptId32650|crsName249866|descr471902
crsCode960065|deptId562432|crsName504192|descr163916
crsCode447247|deptId112936|crsName344956|descr983064
crsCode44294|deptId150701|crsName464665|descr323059
crsCode756755|deptId270151|crsName268801|descr517107
crsCode841292|deptId389177|crsName308039|descr503144
crsCode809433|deptId169459|crsName435044|descr136525
crsCode641855|deptId199191|crsName725965|descr624666
crsCode739658|deptId972312|crsName879917|descr422135
crsCode613079|deptId139263|crsName668036|descr902218
crsCode130363|deptId256968|crsName687132|descr157937
crsCode985940|deptId275753|crsName346147|descr982220
crsCode929706|deptId131634|crsName132778|descr125105
crsCode903296|deptId620943|crsName977273|descr1923
crsCode927741|deptId225451|crsName688012|descr595292
crsCode494514|deptId167087|crsName92526|descr517735
crsCode371720|deptId666024|crsName669041|descr516875
crsCode609927|deptId144327|crsName430152|descr687234
crsCode896453|deptId58113|crsName275585|descr779528
crsCode763625|deptId554519|crsName737|descr45806
crsCode718363|deptId122800|crsName571677|descr923405
crsCode922954|deptId683106|crsName969395|descr513176
crsCode117273|deptId521871|crsName381604|descr941707
crsCode336423|deptId681772|crsName822414|descr570176
crsCode818809|deptId218461|crsName916585|descr187488
crsCode544774|deptId368316|crsName202078|descr607222
crsCode359072|deptId327929|crsName840959|descr215967
crsCode299962|deptId328987|crsName992167|descr34206
crsCode56410|deptId715173|crsName738159|descr267724
crsCode351260|deptId447572|crsName379210|descr144236
crsCode736416|deptId444484|crsName794686|descr423709
crsCode631697|deptId243633|crsName476864|descr569256
crsCode933011|deptId129691|crsName82474|descr5817
crsCode886984|deptId524803|crsName586715|descr975339
crsCode306303|deptId139923|crsName217515|descr601660
crsCode945722|deptId664346|crsName871945|descr610656
crsCode791771|deptId739509|crsName666868|descr42033
crsCode743978|deptId308617|crsName657106|descr608259
crsCode673157|deptId787564|crsName102512|descr460182
crsCode851557|deptId764771|crsName522583|descr579685
crsCode55689|deptId869062|crsName561415|descr467931
crsCode959361|deptId328000|crsName600339|descr796965
crsCode378584|deptId490483|crsName157208|descr312738
crsCode670175|deptId166328|crsName808923|descr373880
crsCode92242|deptId113540|crsName218303|descr192768
crsCode739370|deptId363302|crsName125087|descr483745
crsCode952254|deptId528236|crsName801934|descr84602
crsCode109078|deptId964902|crsName958440|descr778873
crsCode215630|deptId610498|crsName522773|descr616137
crsCode805220|deptId80470|crsName274394|descr904040
crsCode76830|deptId974909|crsName321307|descr134486
crsCode284827|deptId580440|crsName841329|descr916713
crsCode129780|deptId52982|crsName188196|descr743294
crsCode926478|deptId423694|crsName37829|descr593738
crsCode419711|deptId519529|crsName577515|descr238990
crsCode83802|deptId354653|crsName82696|descr363689
crsCode222041|deptId452787|crsName852262|descr979463
crsCode424486|deptId578026|crsName705924|descr498231
crsCode6214|deptId129173|crsName583815|descr215387
crsCode762530|deptId758303|crsName754719|descr467384
crsCode275827|deptId318319|crsName644343|descr161261
crsCode208074|deptId668134|crsName218008|descr181121
crsCode10554|deptId621957|crsName703195|descr339861
crsCode396259|deptId326060|crsName77193|descr721464
crsCode910555|deptId481149|crsName290129|descr705241
crsCode833210|deptId393759|crsName684004|descr361111
crsCode704962|deptId721375|crsName192305|descr680437
crsCode426473|deptId196856|crsName345833|descr124357
crsCode428499|deptId76109|crsName755283|descr86867
crsCode509842|deptId851116|crsName7371|descr512164
crsCode917350|deptId237683|crsName858003|descr886821
crsCode59384|deptId281152|crsName410860|descr702345
crsCode732036|deptId89383|crsName754436|descr943061
crsCode413850|deptId568592|crsName891404|descr192456
crsCode225278|deptId756908|crsName96488|descr398052
crsCode675504|deptId771346|crsName231616|descr313373
crsCode943110|deptId222330|crsName940852|descr126237
crsCode235381|deptId272788|crsName410924|descr74418
crsCode164974|deptId271750|crsName686604|descr893525
crsCode471716|deptId478145|crsName54151|descr447064
crsCode613676|deptId837823|crsName608203|descr911403
crsCode850622|deptId843483|crsName874650|descr363978
crsCode858008|deptId900492|crsName662265|descr914631
crsCode880770|deptId48063|crsName821697|descr403055
crsCode293228|deptId711889|crsName986514|descr490844
crsCode925875|deptId333862|crsName158183|descr535511
crsCode921666|deptId936552|crsName425093|descr754343
crsCode949205|deptId61984|crsName523022|descr964411
crsCode615385|deptId381866|crsName5490|descr147823
crsCode121840|deptId536152|crsName178053|descr261374
crsCode636305|deptId351462|crsName54187|descr259013
crsCode132491|deptId388821|crsName626863|descr421552
crsCode451817|deptId317286|crsName178355|descr956099
crsCode500913|deptId503220|crsName352258|descr527303
crsCode936967|deptId561966|crsName967681|descr890191
crsCode88367|deptId928368|crsName970372|descr287781
crsCode923568|deptId914174|crsName420798|descr373014
crsCode429267|deptId533725|crsName465168|descr935639
crsCode545995|deptId344909|crsName676738|descr722323
crsCode293742|deptId238886|crsName125327|descr500114
crsCode316321|deptId569933|crsName850266|descr415751
crsCode594259|deptId835796|crsName552575|descr10806
crsCode663200|deptId79596|crsName589381|descr243200
crsCode286421|deptId729095|crsName737391|descr868172
crsCode522707|deptId548622|crsName794993|descr366804
crsCode916044|deptId962044|crsName515648|descr570953
crsCode762731|deptId622997|crsName52290|descr47780
crsCode902608|deptId266439|crsName924133|descr241291
crsCode28921|deptId86555|crsName512396|descr825628
crsCode584956|deptId711064|crsName17635|descr42136
crsCode975152|deptId928629|crsName205907|descr615855
crsCode889772|deptId655800|crsName8529|descr316644
crsCode490471|deptId706223|crsName169809|descr154076
crsCode457919|deptId977226|crsName499417|descr266057
crsCode567701|deptId70739|crsName902896|descr5997
crsCode367381|deptId935180|crsName343157|descr12942
crsCode780051|deptId61092|crsName230923|descr612789
crsCode427537|deptId985749|crsName642290|descr354146
crsCode717277|deptId337181|crsName810929|descr430799
crsCode60695|deptId429654|crsName21615|descr976223
crsCode974032|deptId890292|crsName575394|descr527011
crsCode516942|deptId5851|crsName790494|descr528009
crsCode602029|deptId820187|crsName698575|descr902114
crsCode71008|deptId990281|crsName6914|descr687886
crsCode131348|deptId663931|crsName622365|descr102599
crsCode637621|deptId433375|crsName469103|descr848390
crsCode747913|deptId688248|crsName407330|descr424213
crsCode751227|deptId977207|crsName764237|descr843058
crsCode229683|deptId821618|crsName756134|descr390749
crsCode210784|deptId979395|crsName866069|descr906943
crsCode946967|deptId891904|crsName217699|descr247159
crsCode2709|deptId730322|crsName408017|descr629506
crsCode952672|deptId443124|crsName66501|descr927557
crsCode109324|deptId81674|crsName476000|descr706554
crsCode360090|deptId32219|crsName664875|descr661749
crsCode460667|deptId541101|crsName937839|descr571730
crsCode761906|deptId413820|crsName182243|descr510781
crsCode764631|deptId500950|crsName163456|descr990366
crsCode608183|deptId17430|crsName475761|descr295839
crsCode174937|deptId323387|crsName896678|descr155675
crsCode198684|deptId698340|crsName115592|descr290532
crsCode88060|deptId222378|crsName388935|descr608433
crsCode846515|deptId396570|crsName169998|descr167907
crsCode485820|deptId895181|crsName924440|descr895218
crsCode336434|deptId625062|crsName383260|descr502008
crsCode407639|deptId973480|crsName505956|descr727770
crsCode178674|deptId868209|crsName411516|descr330319
crsCode724111|deptId941847|crsName190917|descr444878
crsCode848554|deptId922206|crsName122217|descr922328
crsCode360678|deptId998739|crsName254505|descr503967
crsCode146808|deptId594951|crsName303890|descr681746
crsCode602017|deptId445419|crsName726734|descr194438
crsCode282072|deptId248069|crsName600022|descr801282
crsCode972101|deptId144013|crsName584709|descr507239
crsCode36586|deptId400102|crsName261640|descr777722
crsCode345757|deptId810492|crsName796466|descr77264
crsCode266992|deptId632630|crsName867180|descr279189
crsCode797233|deptId567320|crsName70281|descr361016
crsCode482316|deptId382521|crsName745400|descr91446
crsCode622415|deptId82395|crsName270547|descr835266
crsCode248262|deptId412972|crsName242196|descr947022
crsCode67973|deptId289240|crsName911334|descr817081
crsCode590852|deptId251529|crsName660057|descr975509
crsCode125988|deptId556988|crsName914672|descr279507
crsCode179344|deptId272513|crsName733077|descr885582
crsCode979263|deptId837519|crsName691437|descr147056
crsCode811541|deptId208769|crsName20485|descr126021
crsCode355369|deptId690673|crsName33515|descr400410
crsCode349538|deptId159280|crsName180634|descr580689
crsCode796602|deptId522719|crsName761165|descr561349
crsCode610788|deptId740845|crsName687412|descr515860
crsCode543882|deptId220973|crsName390916|descr804621
crsCode35311|deptId49490|crsName616297|descr47735
crsCode114292|deptId850762|crsName246039|descr721212
crsCode854902|deptId120373|crsName389054|descr13297
crsCode54548|deptId638657|crsName970716|descr427139
crsCode249358|deptId589860|crsName747180|descr49663
crsCode719689|deptId972404|crsName332540|descr320125
crsCode767023|deptId237478|crsName834524|descr976298
crsCode321139|deptId787489|crsName954802|descr802993
crsCode986738|deptId261310|crsName933739|descr614342
crsCode265781|deptId90271|crsName342988|descr894799
crsCode70931|deptId974121|crsName33062|descr976815
crsCode750771|deptId892639|crsName348264|descr137967
crsCode950960|deptId257564|crsName216463|descr117515
crsCode334741|deptId530733|crsName733176|descr453015
crsCode511111|deptId910280|crsName46805|descr360140
crsCode508034|deptId477165|crsName631678|descr524595
crsCode286715|deptId208408|crsName498783|descr657069
crsCode189413|deptId626720|crsName788624|descr500317
crsCode456528|deptId603631|crsName680130|descr829810
crsCode494827|deptId882398|crsName808468|descr226260
crsCode207466|deptId68461|crsName413381|descr144874
crsCode576835|deptId376924|crsName84484|descr696454
crsCode715538|deptId104360|crsName780772|descr923182
crsCode514780|deptId142501|crsName478635|descr12424
crsCode335472|deptId461301|crsName877514|descr649185
crsCode968489|deptId30946|crsName677734|descr596250
crsCode429457|deptId910622|crsName659221|descr244591
crsCode31072|deptId252628|crsName990116|descr151141
crsCode188066|deptId737834|crsName835285|descr122960
crsCode702966|deptId235350|crsName132838|descr284094
crsCode815922|deptId193242|crsName428940|descr161155
crsCode764708|deptId806429|crsName328319|descr914530
crsCode82164|deptId166120|crsName548782|descr145749
crsCode837413|deptId704313|crsName829716|descr196666
crsCode116666|deptId942663|crsName130210|descr602650
crsCode898357|deptId300499|crsName700444|descr389206
crsCode18170|deptId122536|crsName350784|descr981488
crsCode941075|deptId693551|crsName978784|descr299379
crsCode582797|deptId190321|crsName953041|descr732480
crsCode743807|deptId856041|crsName537084|descr97975
crsCode589802|deptId417541|crsName740754|descr380158
crsCode836988|deptId557881|crsName213596|descr5809
crsCode110383|deptId281024|crsName941744|descr167334
crsCode929038|deptId717297|crsName223999|descr646491
crsCode804568|deptId328122|crsName413260|descr396415
crsCode521661|deptId485243|crsName149687|descr231066
crsCode813829|deptId24961|crsName754807|descr509081
crsCode286544|deptId862237|crsName610151|descr668794
crsCode988792|deptId506337|crsName391415|descr362256
crsCode559698|deptId298550|crsName201859|descr357363
crsCode597332|deptId480413|crsName179328|descr739144
crsCode175312|deptId597952|crsName699539|descr805225
crsCode952799|deptId175988|crsName949116|descr675824
crsCode604889|deptId734862|crsName372079|descr760933
crsCode917248|deptId355871|crsName336835|descr562497
crsCode225340|deptId636301|crsName929219|descr277535
crsCode11841|deptId750671|crsName883683|descr507262
crsCode792205|deptId940100|crsName329484|descr675061
crsCode602893|deptId818801|crsName629144|descr666292
crsCode815391|deptId172885|crsName601114|descr20146
crsCode453170|deptId223275|crsName629908|descr890937
crsCode73930|deptId552636|crsName334604|descr139978
crsCode637728|deptId500062|crsName684664|descr794413
crsCode276326|deptId265228|crsName775318|descr994330
crsCode531944|deptId718371|crsName904472|descr570045
crsCode666062|deptId274039|crsName783677|descr359978
crsCode928510|deptId131856|crsName161019|descr305181
crsCode839838|deptId454916|crsName287192|descr164076
crsCode942647|deptId815730|crsName982744|descr438091
crsCode92981|deptId271064|crsName889041|descr894908
crsCode287947|deptId735570|crsName373530|descr567889
crsCode772403|deptId933040|crsName3170|descr338719
crsCode165395|deptId65650|crsName980253|descr339137
crsCode836475|deptId918179|crsName562328|descr9862
crsCode400267|deptId375695|crsName445358|descr319800
crsCode815858|deptId444961|crsName203027|descr586570
crsCode833489|deptId889566|crsName171981|descr231389
